"Step","Group: pythia-1b - eval_n@0.05","Group: pythia-1b - eval_n@0.05__MIN","Group: pythia-1b - eval_n@0.05__MAX","Group: pythia-410m - eval_n@0.05","Group: pythia-410m - eval_n@0.05__MIN","Group: pythia-410m - eval_n@0.05__MAX","Group: pythia-160m - eval_n@0.05","Group: pythia-160m - eval_n@0.05__MIN","Group: pythia-160m - eval_n@0.05__MAX","Group: sfirah-d15 - eval_n@0.05","Group: sfirah-d15 - eval_n@0.05__MIN","Group: sfirah-d15 - eval_n@0.05__MAX","Group: pythia-1.4b - eval_n@0.05","Group: pythia-1.4b - eval_n@0.05__MIN","Group: pythia-1.4b - eval_n@0.05__MAX","Group: sfirah-d9 - eval_n@0.05","Group: sfirah-d9 - eval_n@0.05__MIN","Group: sfirah-d9 - eval_n@0.05__MAX","Group: sfirah-d24 - eval_n@0.05","Group: sfirah-d24 - eval_n@0.05__MIN","Group: sfirah-d24 - eval_n@0.05__MAX","Group: sfirah-d21 - eval_n@0.05","Group: sfirah-d21 - eval_n@0.05__MIN","Group: sfirah-d21 - eval_n@0.05__MAX","Group: pythia-70m - eval_n@0.05","Group: pythia-70m - eval_n@0.05__MIN","Group: pythia-70m - eval_n@0.05__MAX","Group: sfirah-w1024 - eval_n@0.05","Group: sfirah-w1024 - eval_n@0.05__MIN","Group: sfirah-w1024 - eval_n@0.05__MAX","Group: sfirah-w512 - eval_n@0.05","Group: sfirah-w512 - eval_n@0.05__MIN","Group: sfirah-w512 - eval_n@0.05__MAX","Group: sfirah-w256 - eval_n@0.05","Group: sfirah-w256 - eval_n@0.05__MIN","Group: sfirah-w256 - eval_n@0.05__MAX","Group: sfirah-w128 - eval_n@0.05","Group: sfirah-w128 - eval_n@0.05__MIN","Group: sfirah-w128 - eval_n@0.05__MAX","Group: sfirah-d18 - eval_n@0.05","Group: sfirah-d18 - eval_n@0.05__MIN","Group: sfirah-d18 - eval_n@0.05__MAX","Group: sfirah-d12 - eval_n@0.05","Group: sfirah-d12 - eval_n@0.05__MIN","Group: sfirah-d12 - eval_n@0.05__MAX","Group: sfirah-d6 - eval_n@0.05","Group: sfirah-d6 - eval_n@0.05__MIN","Group: sfirah-d6 - eval_n@0.05__MAX","Group: pythia-31m - eval_n@0.05","Group: pythia-31m - eval_n@0.05__MIN","Group: pythia-31m - eval_n@0.05__MAX","Group: pythia-14m - eval_n@0.05","Group: pythia-14m - eval_n@0.05__MIN","Group: pythia-14m - eval_n@0.05__MAX"
"165267","67.5","67","68","66","62","70","38.333333333333336","26","51","","","","26","26","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165279","","","","","","","","","","12.333333333333334","7","16","","","","11.333333333333334","11","12","19.333333333333332","18","21","18.666666666666668","18","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165307","","","","","","","5.6","5","7","","","","","","","","","","8.8","8","9","","","","4.4","4","5","7","7","7","7.2","7","8","7","7","7","5.8","5","6","9.2","9","10","9","9","9","7.2","7","8","5","5","5","5.4","4","6"
"166267","68.5","68","69","66.5","63","70","38.666666666666664","27","51","","","","27","27","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166279","","","","","","","","","","11.666666666666666","5","16","","","","11.333333333333334","11","12","18","17","19","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166307","","","","","","","6","5","7","","","","","","","","","","8.8","8","9","","","","4.4","4","5","7","7","7","7.2","7","8","7","7","7","5.6","5","6","9.2","9","10","9","9","9","7.4","7","8","5","5","5","5.4","4","6"
"167267","68","68","68","66.5","64","69","38.666666666666664","26","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167279","","","","","","","","","","12","5","16","","","","11.666666666666666","11","12","17","17","17","19.333333333333332","17","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167307","","","","","","","6","5","7","","","","","","","","","","9.4","8","10","","","","4.6","4","6","7.2","7","8","7.2","7","8","7","7","7","5.8","5","6","8.8","8","9","9","9","9","7.4","7","8","5","5","5","5.4","4","6"
"168267","69","69","69","67","63","71","40","27","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168279","","","","","","","","","","12.333333333333334","6","16","","","","11.666666666666666","11","12","18","17","20","19","17","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168307","","","","","","","6","5","7","","","","","","","","","","9.2","8","10","","","","4.8","4","6","7.4","7","8","7.2","7","8","7","7","7","5.6","5","6","9","9","9","9","9","9","7.8","7","8","5","5","5","5.6","5","6"
"169267","69.5","69","70","67","64","70","40.333333333333336","27","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169279","","","","","","","","","","12","5","16","","","","12","11","13","19","18","21","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169307","","","","","","","6.2","5","7","","","","","","","","","","9.2","9","10","","","","4.8","4","6","7.4","7","8","7.2","7","8","7","7","7","5.6","5","6","9","9","9","9","9","9","7.8","7","8","5","5","5","5.6","5","6"
"170267","69.5","69","70","67","64","70","41","28","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170279","","","","","","","","","","14","11","16","","","","12","11","13","16.333333333333332","14","18","19.666666666666668","19","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170307","","","","","","","6.2","5","7","","","","","","","","","","9.2","8","10","","","","4.8","4","6","7.6","7","8","7.2","7","8","7","7","7","5.8","5","6","9","9","9","9","9","9","7.8","7","8","5","5","5","5.8","5","6"
"171267","69.5","69","70","66.5","63","70","41.333333333333336","27","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"171279","","","","","","","","","","14.333333333333334","12","16","","","","12.333333333333334","12","13","18","17","19","19.666666666666668","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"171307","","","","","","","6.2","5","7","","","","","","","","","","9.2","8","10","","","","4.8","4","6","7.6","7","8","7.2","7","8","7","7","7","5.8","5","6","9.2","9","10","8.8","8","9","8","8","8","5","5","5","5.8","5","6"
"172267","69","69","69","66.5","63","70","41.666666666666664","27","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"172279","","","","","","","","","","14.333333333333334","12","16","","","","12.666666666666666","12","13","17.333333333333332","16","19","19","17","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"172307","","","","","","","6.2","5","7","","","","","","","","","","9.2","8","10","","","","5.2","4","7","7.8","7","8","7.4","7","8","7","7","7","5.8","5","6","9.2","9","10","9","9","9","8","8","8","5","5","5","5.8","5","6"
"173267","69.5","69","70","66","63","69","42","27","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173279","","","","","","","","","","15","14","16","","","","12.666666666666666","12","13","18.333333333333332","17","19","19","17","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173307","","","","","","","6.2","5","7","","","","","","","","","","9.2","8","10","","","","5.2","4","7","7.8","7","8","7.4","7","8","7","7","7","5.8","5","6","9.2","9","10","8.8","8","9","8","8","8","5","5","5","5.8","5","6"
"174267","70","69","71","67","63","71","43.333333333333336","29","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174279","","","","","","","","","","14.666666666666666","13","16","","","","13","12","14","17.666666666666668","17","19","19.666666666666668","19","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174307","","","","","","","6.6","6","7","","","","","","","","","","9.4","9","10","","","","5.4","5","7","7.8","7","8","7.4","7","8","7","7","7","5.8","5","6","9.2","9","10","9","9","9","8","8","8","5","5","5","5.8","5","6"
"175267","70","70","70","68","64","72","44.333333333333336","30","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175279","","","","","","","","","","15","14","16","","","","13","13","13","14.666666666666666","9","18","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175307","","","","","","","6.6","6","7","","","","","","","","","","9.2","8","10","","","","5.4","5","7","7.8","7","8","7.4","7","8","7","7","7","5.8","5","6","9.2","9","10","9.2","9","10","8","8","8","5.2","5","6","5.8","5","6"
"176267","70.5","70","71","67","64","70","44.333333333333336","29","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176279","","","","","","","","","","15","14","16","","","","13.333333333333334","13","14","17.666666666666668","17","18","19.666666666666668","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176307","","","","","","","6.6","6","7","","","","","","","","","","9.6","9","10","","","","5.4","5","7","7.8","7","8","7.4","7","8","7","7","7","5.6","5","6","9.4","9","10","9","9","9","8","8","8","5.2","5","6","5.8","5","6"
"177267","70.5","70","71","67","63","71","45.333333333333336","31","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177279","","","","","","","","","","15","14","16","","","","13.666666666666666","13","14","18","17","19","19.666666666666668","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177307","","","","","","","7","6","8","","","","","","","","","","9","8","10","","","","5.4","5","7","7.8","7","8","7.6","7","8","7","7","7","5.6","4","6","9","9","9","9","9","9","8","8","8","5.2","5","6","5.8","5","6"
"178267","70.5","70","71","67.5","64","71","46","31","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178279","","","","","","","","","","15.333333333333334","14","16","","","","13.666666666666666","13","14","17.333333333333332","17","18","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178307","","","","","","","7","6","8","","","","","","","","","","9.4","8","10","","","","5.4","5","7","7.8","7","8","7.6","7","8","7","7","7","5.8","5","6","9","9","9","9","9","9","8","8","8","5.2","5","6","5.8","5","6"
"179267","71","70","72","68","65","71","46","30","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179279","","","","","","","","","","14.333333333333334","11","16","","","","13.666666666666666","13","14","18","17","19","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179307","","","","","","","7","6","8","","","","","","","","","","9","8","10","","","","5.4","5","7","7.8","7","8","7.6","7","8","7","7","7","5.8","5","6","8.8","6","10","9","9","9","8","8","8","5.6","5","6","6","6","6"
"180267","71.5","70","73","68","65","71","46.666666666666664","32","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180279","","","","","","","","","","15.333333333333334","14","16","","","","13.333333333333334","13","14","17.666666666666668","17","19","16","8","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180307","","","","","","","7","6","8","","","","","","","","","","8.8","8","9","","","","5.4","5","7","7.8","7","8","7.6","7","8","7","7","7","5.8","5","6","9","8","10","9","9","9","8","8","8","5.6","5","6","6","6","6"
"181267","70","68","72","67.5","65","70","47.333333333333336","33","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181279","","","","","","","","","","15.666666666666666","15","16","","","","13","12","14","18","17","19","18.666666666666668","17","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181307","","","","","","","7.2","6","8","","","","","","","","","","9.6","9","10","","","","5.4","5","7","7.8","7","8","7.6","7","8","7","7","7","5.8","5","6","8.2","6","9","9","9","9","8","8","8","5.6","5","6","6","6","6"
"182267","69","69","69","68","65","71","48","33","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182279","","","","","","","","","","15.333333333333334","14","16","","","","13.666666666666666","13","14","17.666666666666668","17","18","18.666666666666668","17","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182307","","","","","","","7","6","8","","","","","","","","","","9","8","10","","","","5.4","5","7","7.8","7","8","7.6","7","8","7","7","7","5.8","5","6","8.8","6","10","9","9","9","8","8","8","5.8","5","6","6","6","6"
"183267","71.5","71","72","68.5","65","72","48.666666666666664","33","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183279","","","","","","","","","","15.666666666666666","15","16","","","","14","14","14","16","12","19","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183307","","","","","","","7","6","8","","","","","","","","","","8.8","8","9","","","","5.6","5","7","7.8","7","8","7.6","7","8","7","7","7","5.8","5","6","8.6","7","10","9","9","9","8","8","8","5.8","5","6","6","6","6"
"184267","69","69","69","67","65","69","49","35","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184279","","","","","","","","","","15.666666666666666","15","16","","","","14","13","15","17.666666666666668","17","18","18.666666666666668","18","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184307","","","","","","","7.2","6","8","","","","","","","","","","9.2","8","10","","","","5.6","5","7","7.8","7","8","7.6","7","8","7.2","7","8","6","5","7","8.8","8","10","9.2","9","10","8","8","8","5.8","5","6","6.2","6","7"
"185267","72.5","72","73","68.5","65","72","48.666666666666664","33","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185279","","","","","","","","","","15.333333333333334","14","16","","","","14.666666666666666","14","15","18.333333333333332","18","19","19.333333333333332","18","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185307","","","","","","","7.2","6","8","","","","","","","","","","9.4","9","10","","","","5.6","5","7","7.8","7","8","7.6","7","8","7","7","7","6","5","7","8.6","8","9","9","9","9","8","8","8","5.8","5","6","6.4","6","7"
